State,District,Most AQI Reached,Current AQI,Major Source of Pollution
Himachal Pradesh,Hamirpur (Area 3),188,165,Industrial Emissions
Himachal Pradesh,Hamirpur (Area 4),227,181,Crop Burning
Himachal Pradesh,Hamirpur (Area 5),138,116,Construction Dust
Himachal Pradesh,Hamirpur (Area 6),154,89,Road Dust
Himachal Pradesh,Kangra,102,91,Vehicle
Himachal Pradesh,Kangra (Area 1),150,42,Vehicle
Himachal Pradesh,Kangra (Area 2),246,43,Construction Dust
Himachal Pradesh,Kangra (Area 3),293,136,Waste Burning
Himachal Pradesh,Kangra (Area 4),111,70,Industrial Emissions
Himachal Pradesh,Kangra (Area 5),301,147,Road Dust
Himachal Pradesh,Kangra (Area 6),296,111,Road Dust
Himachal Pradesh,Kinnaur,156,141,Vehicle
Himachal Pradesh,Kinnaur (Area 1),162,49,Waste Burning
Himachal Pradesh,Kinnaur (Area 2),131,46,Industrial Emissions
Himachal Pradesh,Kinnaur (Area 3),307,105,Road Dust
Himachal Pradesh,Kinnaur (Area 4),319,82,Domestic Fuel
Himachal Pradesh,Kinnaur (Area 5),254,173,Industrial Emissions
Himachal Pradesh,Kinnaur (Area 6),231,143,Industrial Emissions
Himachal Pradesh,Kullu,205,190,Construction Dust
Himachal Pradesh,Kullu (Area 1),199,182,Waste Burning
Himachal Pradesh,Kullu (Area 2),227,135,Waste Burning
Himachal Pradesh,Kullu (Area 3),158,42,Crop Burning
Himachal Pradesh,Kullu (Area 4),140,117,Industrial Emissions
Himachal Pradesh,Kullu (Area 5),76,35,Waste Burning
Himachal Pradesh,Kullu (Area 6),149,75,Domestic Fuel
Himachal Pradesh,Lahaul &amp; Spiti,246,160,Construction Dust
Himachal Pradesh,Lahaul &amp; Spiti (Area 1),226,119,Crop Burning
Himachal Pradesh,Lahaul &amp; Spiti (Area 2),180,155,Waste Burning
Himachal Pradesh,Lahaul &amp; Spiti (Area 3),248,186,Road Dust
Himachal Pradesh,Lahaul &amp; Spiti (Area 4),201,107,Vehicle
Himachal Pradesh,Lahaul &amp; Spiti (Area 5),290,190,Road Dust
Himachal Pradesh,Lahaul &amp; Spiti (Area 6),169,130,Vehicle
Himachal Pradesh,Mandi,203,158,Road Dust
Himachal Pradesh,Mandi (Area 1),156,62,Road Dust
Himachal Pradesh,Mandi (Area 2),131,79,Road Dust
Himachal Pradesh,Mandi (Area 3),144,124,Road Dust
Himachal Pradesh,Mandi (Area 4),275,53,Domestic Fuel
Himachal Pradesh,Mandi (Area 5),150,147,Waste Burning
Himachal Pradesh,Mandi (Area 6),157,155,Domestic Fuel
Himachal Pradesh,Shimla,110,35,Construction Dust
Himachal Pradesh,Shimla (Area 1),147,90,Industrial Emissions
Himachal Pradesh,Shimla (Area 2),306,82,Crop Burning
Himachal Pradesh,Shimla (Area 3),185,153,Industrial Emissions
Himachal Pradesh,Shimla (Area 4),229,70,Domestic Fuel
Himachal Pradesh,Shimla (Area 5),166,132,Domestic Fuel
Himachal Pradesh,Shimla (Area 6),257,102,Construction Dust
Himachal Pradesh,Sirmaur (Sirmour),163,112,Construction Dust
Himachal Pradesh,Sirmaur (Sirmour) (Area 1),189,55,Industrial Emissions
Himachal Pradesh,Sirmaur (Sirmour) (Area 2),184,139,Construction Dust
Himachal Pradesh,Sirmaur (Sirmour) (Area 3),56,46,Crop Burning
Himachal Pradesh,Sirmaur (Sirmour) (Area 4),219,133,Construction Dust
Himachal Pradesh,Sirmaur (Sirmour) (Area 5),265,116,Industrial Emissions
Himachal Pradesh,Sirmaur (Sirmour) (Area 6),198,189,Domestic Fuel
Himachal Pradesh,Solan,196,172,Waste Burning
Himachal Pradesh,Solan (Area 1),130,99,Crop Burning
Himachal Pradesh,Solan (Area 2),274,134,Vehicle
Himachal Pradesh,Solan (Area 3),171,152,Domestic Fuel
Himachal Pradesh,Solan (Area 4),131,108,Industrial Emissions
Himachal Pradesh,Solan (Area 5),192,180,Waste Burning
Himachal Pradesh,Solan (Area 6),289,173,Domestic Fuel
Himachal Pradesh,Una,195,125,Construction Dust
Himachal Pradesh,Una (Area 1),291,98,Road Dust
Himachal Pradesh,Una (Area 2),230,142,Construction Dust
Himachal Pradesh,Una (Area 3),129,69,Road Dust
Himachal Pradesh,Una (Area 4),278,183,Road Dust
Himachal Pradesh,Una (Area 5),313,166,Road Dust
Himachal Pradesh,Una (Area 6),215,154,Construction Dust
Jammu and Kashmir,Anantnag,257,238,Road Dust
Jammu and Kashmir,Anantnag (Area 1),491,160,Industrial Emissions
Jammu and Kashmir,Anantnag (Area 2),325,193,Domestic Fuel
Jammu and Kashmir,Anantnag (Area 3),418,188,Road Dust
Jammu and Kashmir,Anantnag (Area 4),479,434,Vehicle
Jammu and Kashmir,Anantnag (Area 5),371,273,Crop Burning
Jammu and Kashmir,Anantnag (Area 6),459,456,Industrial Emissions
Jammu and Kashmir,Bandipore,408,382,Construction Dust
Jammu and Kashmir,Bandipore (Area 1),228,209,Road Dust
Jammu and Kashmir,Bandipore (Area 2),480,430,Industrial Emissions
Jammu and Kashmir,Bandipore (Area 3),432,272,Vehicle
Jammu and Kashmir,Bandipore (Area 4),494,442,Vehicle
Jammu and Kashmir,Bandipore (Area 5),444,182,Vehicle
Jammu and Kashmir,Bandipore (Area 6),363,171,Industrial Emissions
Jammu and Kashmir,Baramulla,350,332,Industrial Emissions
Jammu and Kashmir,Baramulla (Area 1),417,308,Crop Burning
Jammu and Kashmir,Baramulla (Area 2),435,418,Construction Dust
Jammu and Kashmir,Baramulla (Area 3),449,220,Domestic Fuel
Jammu and Kashmir,Baramulla (Area 4),461,333,Waste Burning
Jammu and Kashmir,Baramulla (Area 5),274,202,Construction Dust
Jammu and Kashmir,Baramulla (Area 6),339,257,Domestic Fuel
Jammu and Kashmir,Budgam,478,460,Vehicle
Jammu and Kashmir,Budgam (Area 1),455,435,Industrial Emissions
Jammu and Kashmir,Budgam (Area 2),386,165,Crop Burning
Jammu and Kashmir,Budgam (Area 3),387,344,Domestic Fuel
Jammu and Kashmir,Budgam (Area 4),276,226,Road Dust
Jammu and Kashmir,Budgam (Area 5),445,245,Construction Dust
Jammu and Kashmir,Budgam (Area 6),490,480,Vehicle
Jammu and Kashmir,Doda,439,434,Construction Dust
Jammu and Kashmir,Doda (Area 1),317,306,Crop Burning
Jammu and Kashmir,Doda (Area 2),274,182,Waste Burning
Jammu and Kashmir,Doda (Area 3),341,173,Domestic Fuel
Jammu and Kashmir,Doda (Area 4),377,163,Waste Burning
Jammu and Kashmir,Doda (Area 5),254,161,Crop Burning
Jammu and Kashmir,Doda (Area 6),230,170,Road Dust
Jammu and Kashmir,Ganderbal,395,337,Waste Burning
Jammu and Kashmir,Ganderbal (Area 1),477,407,Industrial Emissions
Jammu and Kashmir,Ganderbal (Area 2),389,374,Construction Dust
Jammu and Kashmir,Ganderbal (Area 3),428,257,Industrial Emissions
Jammu and Kashmir,Ganderbal (Area 4),468,384,Vehicle
Jammu and Kashmir,Ganderbal (Area 5),445,344,Road Dust
Jammu and Kashmir,Ganderbal (Area 6),331,309,Construction Dust
Jammu and Kashmir,Jammu,440,412,Construction Dust
Jammu and Kashmir,Jammu (Area 1),260,254,Industrial Emissions
Jammu and Kashmir,Jammu (Area 2),352,251,Waste Burning
Jammu and Kashmir,Jammu (Area 3),439,384,Industrial Emissions
Jammu and Kashmir,Jammu (Area 4),433,378,Vehicle
Jammu and Kashmir,Jammu (Area 5),399,176,Domestic Fuel
Jammu and Kashmir,Jammu (Area 6),496,436,Industrial Emissions
Jammu and Kashmir,Kargil,405,190,Vehicle
Jammu and Kashmir,Kargil (Area 1),457,400,Vehicle
Jammu and Kashmir,Kargil (Area 2),485,282,Vehicle
Jammu and Kashmir,Kargil (Area 3),353,323,Industrial Emissions
Jammu and Kashmir,Kargil (Area 4),325,213,Waste Burning
Jammu and Kashmir,Kargil (Area 5),256,241,Construction Dust
Jammu and Kashmir,Kargil (Area 6),460,318,Crop Burning
Jammu and Kashmir,Kathua,313,215,Construction Dust
Jammu and Kashmir,Kathua (Area 1),451,413,Construction Dust
Jammu and Kashmir,Kathua (Area 2),402,388,Construction Dust
Jammu and Kashmir,Kathua (Area 3),344,206,Crop Burning
Jammu and Kashmir,Kathua (Area 4),472,329,Construction Dust
Jammu and Kashmir,Kathua (Area 5),378,377,Vehicle
Jammu and Kashmir,Kathua (Area 6),460,412,Vehicle
Jammu and Kashmir,Kishtwar,478,460,Vehicle
Jammu and Kashmir,Kishtwar (Area 1),421,232,Waste Burning
Jammu and Kashmir,Kishtwar (Area 2),484,395,Industrial Emissions
Jammu and Kashmir,Kishtwar (Area 3),454,336,Vehicle
Jammu and Kashmir,Kishtwar (Area 4),281,190,Vehicle
Jammu and Kashmir,Kishtwar (Area 5),414,292,Domestic Fuel
Jammu and Kashmir,Kishtwar (Area 6),433,350,Construction Dust
Jammu and Kashmir,Kulgam,441,398,Construction Dust
Jammu and Kashmir,Kulgam (Area 1),411,406,Industrial Emissions
Jammu and Kashmir,Kulgam (Area 2),385,277,Vehicle
Jammu and Kashmir,Kulgam (Area 3),358,212,Industrial Emissions
Jammu and Kashmir,Kulgam (Area 4),446,443,Vehicle
Jammu and Kashmir,Kulgam (Area 5),328,267,Vehicle
Jammu and Kashmir,Kulgam (Area 6),474,453,Construction Dust
Jammu and Kashmir,Kupwara,493,241,Vehicle
Jammu and Kashmir,Kupwara (Area 1),316,202,Road Dust
Jammu and Kashmir,Kupwara (Area 2),208,208,Construction Dust
Jammu and Kashmir,Kupwara (Area 3),453,281,Waste Burning
Jammu and Kashmir,Kupwara (Area 4),276,235,Road Dust
Jammu and Kashmir,Kupwara (Area 5),383,301,Vehicle
Jammu and Kashmir,Kupwara (Area 6),451,346,Industrial Emissions
Jammu and Kashmir,Leh,462,310,Domestic Fuel
Jammu and Kashmir,Leh (Area 1),442,373,Construction Dust
Jammu and Kashmir,Leh (Area 2),494,454,Construction Dust
Jammu and Kashmir,Leh (Area 3),442,442,Vehicle
Jammu and Kashmir,Leh (Area 4),485,452,Industrial Emissions
Jammu and Kashmir,Leh (Area 5),493,472,Construction Dust
Jammu and Kashmir,Leh (Area 6),498,448,Construction Dust
Jammu and Kashmir,Poonch,453,334,Waste Burning
Jammu and Kashmir,Poonch (Area 1),421,357,Vehicle
Jammu and Kashmir,Poonch (Area 2),467,462,Vehicle
Jammu and Kashmir,Poonch (Area 3),500,476,Industrial Emissions
Jammu and Kashmir,Poonch (Area 4),345,317,Vehicle
Jammu and Kashmir,Poonch (Area 5),410,354,Industrial Emissions
Jammu and Kashmir,Poonch (Area 6),390,275,Road Dust
Jammu and Kashmir,Pulwama,493,474,Industrial Emissions
Jammu and Kashmir,Pulwama (Area 1),497,363,Construction Dust
Jammu and Kashmir,Pulwama (Area 2),420,399,Construction Dust
Jammu and Kashmir,Pulwama (Area 3),493,478,Industrial Emissions
Jammu and Kashmir,Pulwama (Area 4),285,245,Industrial Emissions
Jammu and Kashmir,Pulwama (Area 5),363,251,Domestic Fuel
Jammu and Kashmir,Pulwama (Area 6),409,167,Vehicle
Jammu and Kashmir,Rajouri,475,438,Industrial Emissions
Jammu and Kashmir,Rajouri (Area 1),477,443,Construction Dust
Jammu and Kashmir,Rajouri (Area 2),320,301,Industrial Emissions
Jammu and Kashmir,Rajouri (Area 3),480,379,Industrial Emissions
Jammu and Kashmir,Rajouri (Area 4),472,452,Construction Dust
Jammu and Kashmir,Rajouri (Area 5),185,171,Road Dust
Jammu and Kashmir,Rajouri (Area 6),385,291,Construction Dust
Jammu and Kashmir,Ramban,483,395,Construction Dust
Jammu and Kashmir,Ramban (Area 1),471,462,Industrial Emissions
Jammu and Kashmir,Ramban (Area 2),453,207,Construction Dust
Jammu and Kashmir,Ramban (Area 3),486,369,Construction Dust
Jammu and Kashmir,Ramban (Area 4),469,449,Industrial Emissions
Jammu and Kashmir,Ramban (Area 5),285,169,Road Dust
Jammu and Kashmir,Ramban (Area 6),260,252,Waste Burning
Jammu and Kashmir,Reasi,431,212,Road Dust
Jammu and Kashmir,Reasi (Area 1),423,409,Construction Dust
Jammu and Kashmir,Reasi (Area 2),341,340,Road Dust
Jammu and Kashmir,Reasi (Area 3),484,437,Vehicle
Jammu and Kashmir,Reasi (Area 4),277,187,Industrial Emissions
Jammu and Kashmir,Reasi (Area 5),312,256,Vehicle
Jammu and Kashmir,Reasi (Area 6),372,324,Industrial Emissions
Jammu and Kashmir,Samba,424,176,Industrial Emissions
Jammu and Kashmir,Samba (Area 1),222,169,Domestic Fuel
Jammu and Kashmir,Samba (Area 2),397,376,Industrial Emissions
Jammu and Kashmir,Samba (Area 3),494,431,Vehicle
Jammu and Kashmir,Samba (Area 4),407,210,Crop Burning
Jammu and Kashmir,Samba (Area 5),317,265,Vehicle
Jammu and Kashmir,Samba (Area 6),451,424,Vehicle
Jammu and Kashmir,Shopian,379,362,Industrial Emissions
Jammu and Kashmir,Shopian (Area 1),325,215,Crop Burning
Jammu and Kashmir,Shopian (Area 2),288,155,Waste Burning
Jammu and Kashmir,Shopian (Area 3),435,430,Vehicle
Jammu and Kashmir,Shopian (Area 4),457,449,Construction Dust
Jammu and Kashmir,Shopian (Area 5),152,151,Construction Dust
Jammu and Kashmir,Shopian (Area 6),475,461,Industrial Emissions
Jammu and Kashmir,Srinagar,427,405,Industrial Emissions
Jammu and Kashmir,Srinagar (Area 1),246,235,Crop Burning
Jammu and Kashmir,Srinagar (Area 2),429,337,Construction Dust
Jammu and Kashmir,Srinagar (Area 3),245,239,Waste Burning
Jammu and Kashmir,Srinagar (Area 4),494,458,Vehicle
Jammu and Kashmir,Srinagar (Area 5),470,452,Construction Dust
Jammu and Kashmir,Srinagar (Area 6),461,418,Construction Dust
Jammu and Kashmir,Udhampur,235,206,Domestic Fuel
Jammu and Kashmir,Udhampur (Area 1),386,240,Road Dust
Jammu and Kashmir,Udhampur (Area 2),371,360,Construction Dust
Jammu and Kashmir,Udhampur (Area 3),498,465,Vehicle
Jammu and Kashmir,Udhampur (Area 4),318,224,Construction Dust
Jammu and Kashmir,Udhampur (Area 5),486,473,Construction Dust
Jammu and Kashmir,Udhampur (Area 6),237,191,Domestic Fuel
Jharkhand,Bokaro,174,145,Road Dust
Jharkhand,Bokaro (Area 1),279,132,Road Dust
Jharkhand,Bokaro (Area 2),108,84,Construction Dust
Jharkhand,Bokaro (Area 3),222,136,Crop Burning
Jharkhand,Bokaro (Area 4),252,87,Crop Burning
Jharkhand,Bokaro (Area 5),302,110,Vehicle
Jharkhand,Bokaro (Area 6),215,131,Vehicle
Jharkhand,Chatra,289,54,Road Dust
Jharkhand,Chatra (Area 1),138,122,Industrial Emissions
Jharkhand,Chatra (Area 2),166,74,Industrial Emissions
Jharkhand,Chatra (Area 3),288,121,Vehicle
Jharkhand,Chatra (Area 4),289,166,Domestic Fuel
Jharkhand,Chatra (Area 5),184,170,Domestic Fuel
Jharkhand,Chatra (Area 6),176,152,Road Dust
Jharkhand,Deoghar,191,168,Industrial Emissions
Jharkhand,Deoghar (Area 1),142,120,Domestic Fuel
Jharkhand,Deoghar (Area 2),214,60,Road Dust
Jharkhand,Deoghar (Area 3),266,145,Crop Burning
Jharkhand,Deoghar (Area 4),82,49,Construction Dust
Jharkhand,Deoghar (Area 5),257,132,Crop Burning
Jharkhand,Deoghar (Area 6),143,62,Crop Burning
Jharkhand,Dhanbad,287,110,Domestic Fuel
Jharkhand,Dhanbad (Area 1),215,133,Domestic Fuel
Jharkhand,Dhanbad (Area 2),159,142,Crop Burning
Jharkhand,Dhanbad (Area 3),275,42,Waste Burning
Jharkhand,Dhanbad (Area 4),236,162,Crop Burning
Jharkhand,Dhanbad (Area 5),127,34,Vehicle
Jharkhand,Dhanbad (Area 6),193,133,Road Dust
Jharkhand,Dumka,188,103,Domestic Fuel
Jharkhand,Dumka (Area 1),240,190,Industrial Emissions
Jharkhand,Dumka (Area 2),151,43,Crop Burning
Jharkhand,Dumka (Area 3),320,148,Waste Burning
Jharkhand,Dumka (Area 4),182,129,Industrial Emissions
Jharkhand,Dumka (Area 5),154,132,Vehicle
Jharkhand,Dumka (Area 6),227,169,Waste Burning
Jharkhand,East Singhbhum,127,119,Vehicle
Jharkhand,East Singhbhum (Area 1),265,176,Domestic Fuel
Jharkhand,East Singhbhum (Area 2),102,71,Crop Burning
Jharkhand,East Singhbhum (Area 3),174,140,Industrial Emissions
Jharkhand,East Singhbhum (Area 4),250,123,Domestic Fuel
Jharkhand,East Singhbhum (Area 5),116,55,Waste Burning
Jharkhand,East Singhbhum (Area 6),205,178,Road Dust
Jharkhand,Garhwa,309,154,Construction Dust
Jharkhand,Garhwa (Area 1),304,94,Crop Burning
Jharkhand,Garhwa (Area 2),306,67,Crop Burning
Jharkhand,Garhwa (Area 3),113,77,Crop Burning
Jharkhand,Garhwa (Area 4),146,40,Crop Burning
Jharkhand,Garhwa (Area 5),172,133,Waste Burning
Jharkhand,Garhwa (Area 6),257,87,Domestic Fuel
Jharkhand,Giridih,270,179,Waste Burning
Jharkhand,Giridih (Area 1),185,163,Vehicle
Jharkhand,Giridih (Area 2),301,186,Waste Burning
Jharkhand,Giridih (Area 3),165,126,Road Dust
Jharkhand,Giridih (Area 4),266,120,Domestic Fuel
Jharkhand,Giridih (Area 5),314,187,Crop Burning
Jharkhand,Giridih (Area 6),117,108,Road Dust
Jharkhand,Godda,220,38,Crop Burning
Jharkhand,Godda (Area 1),282,153,Vehicle
Jharkhand,Godda (Area 2),267,35,Road Dust
Jharkhand,Godda (Area 3),116,75,Vehicle
Jharkhand,Godda (Area 4),188,176,Industrial Emissions
Jharkhand,Godda (Area 5),266,156,Construction Dust
Jharkhand,Godda (Area 6),142,100,Vehicle
Jharkhand,Gumla,319,170,Waste Burning
Jharkhand,Gumla (Area 1),46,45,Industrial Emissions
Jharkhand,Gumla (Area 2),306,155,Crop Burning
Jharkhand,Gumla (Area 3),209,175,Waste Burning
Jharkhand,Gumla (Area 4),185,112,Waste Burning
Jharkhand,Gumla (Area 5),299,31,Construction Dust
Jharkhand,Gumla (Area 6),290,108,Domestic Fuel
Jharkhand,Hazaribag,143,134,Waste Burning
Jharkhand,Hazaribag (Area 1),217,62,Vehicle
Jharkhand,Hazaribag (Area 2),314,47,Road Dust
Jharkhand,Hazaribag (Area 3),223,129,Road Dust
Jharkhand,Hazaribag (Area 4),249,77,Vehicle
Jharkhand,Hazaribag (Area 5),214,37,Industrial Emissions
Jharkhand,Hazaribag (Area 6),206,90,Domestic Fuel
Jharkhand,Jamtara,304,119,Industrial Emissions
Jharkhand,Jamtara (Area 1),191,107,Domestic Fuel
Jharkhand,Jamtara (Area 2),143,65,Industrial Emissions
Jharkhand,Jamtara (Area 3),283,76,Crop Burning
Jharkhand,Jamtara (Area 4),138,71,Vehicle
Jharkhand,Jamtara (Area 5),279,93,Road Dust
Jharkhand,Jamtara (Area 6),218,186,Construction Dust
Jharkhand,Khunti,299,104,Vehicle
Jharkhand,Khunti (Area 1),273,155,Industrial Emissions
Jharkhand,Khunti (Area 2),210,157,Construction Dust
Jharkhand,Khunti (Area 3),320,104,Crop Burning
Jharkhand,Khunti (Area 4),251,103,Waste Burning
Jharkhand,Khunti (Area 5),66,41,Construction Dust
Jharkhand,Khunti (Area 6),198,159,Waste Burning
Jharkhand,Koderma,174,76,Domestic Fuel
Jharkhand,Koderma (Area 1),318,87,Road Dust
Jharkhand,Koderma (Area 2),65,54,Crop Burning
Jharkhand,Koderma (Area 3),236,187,Construction Dust
Jharkhand,Koderma (Area 4),239,121,Vehicle
Jharkhand,Koderma (Area 5),276,115,Road Dust
Jharkhand,Koderma (Area 6),211,108,Construction Dust
Jharkhand,Latehar,145,128,Industrial Emissions
Jharkhand,Latehar (Area 1),70,55,Road Dust
Jharkhand,Latehar (Area 2),220,116,Crop Burning
Jharkhand,Latehar (Area 3),117,65,Waste Burning
Jharkhand,Latehar (Area 4),299,85,Road Dust
Jharkhand,Latehar (Area 5),256,171,Construction Dust
Jharkhand,Latehar (Area 6),213,184,Industrial Emissions
Jharkhand,Lohardaga,254,64,Road Dust
Jharkhand,Lohardaga (Area 1),282,166,Domestic Fuel
Jharkhand,Lohardaga (Area 2),285,127,Industrial Emissions
Jharkhand,Lohardaga (Area 3),167,45,Vehicle
Jharkhand,Lohardaga (Area 4),291,123,Industrial Emissions
Jharkhand,Lohardaga (Area 5),229,184,Domestic Fuel
Jharkhand,Lohardaga (Area 6),236,91,Waste Burning
Jharkhand,Pakur,99,95,Domestic Fuel
Jharkhand,Pakur (Area 1),175,117,Domestic Fuel
Jharkhand,Pakur (Area 2),145,135,Domestic Fuel
Jharkhand,Pakur (Area 3),211,137,Construction Dust
Jharkhand,Pakur (Area 4),281,145,Vehicle
Jharkhand,Pakur (Area 5),310,47,Vehicle
Jharkhand,Pakur (Area 6),149,94,Vehicle
Jharkhand,Palamu,249,111,Crop Burning
Jharkhand,Palamu (Area 1),313,162,Waste Burning
Jharkhand,Palamu (Area 2),153,115,Road Dust
Jharkhand,Palamu (Area 3),208,167,Crop Burning
Jharkhand,Palamu (Area 4),179,109,Construction Dust
Jharkhand,Palamu (Area 5),171,124,Waste Burning
Jharkhand,Palamu (Area 6),318,167,Construction Dust
Jharkhand,Ramgarh,298,170,Crop Burning
Jharkhand,Ramgarh (Area 1),136,130,Industrial Emissions
Jharkhand,Ramgarh (Area 2),202,121,Industrial Emissions
Jharkhand,Ramgarh (Area 3),253,162,Industrial Emissions
Jharkhand,Ramgarh (Area 4),103,72,Industrial Emissions
Jharkhand,Ramgarh (Area 5),190,186,Road Dust
Jharkhand,Ramgarh (Area 6),196,187,Domestic Fuel
Jharkhand,Ranchi,308,165,Waste Burning
Jharkhand,Ranchi (Area 1),290,136,Waste Burning
Jharkhand,Ranchi (Area 2),306,31,Vehicle
Jharkhand,Ranchi (Area 3),189,109,Construction Dust
Jharkhand,Ranchi (Area 4),304,134,Industrial Emissions
Jharkhand,Ranchi (Area 5),172,169,Industrial Emissions
Jharkhand,Ranchi (Area 6),201,86,Vehicle
Jharkhand,Sahibganj,181,142,Crop Burning
Jharkhand,Sahibganj (Area 1),78,67,Industrial Emissions
Jharkhand,Sahibganj (Area 2),223,53,Construction Dust
Jharkhand,Sahibganj (Area 3),151,151,Industrial Emissions
Jharkhand,Sahibganj (Area 4),285,71,Domestic Fuel
Jharkhand,Sahibganj (Area 5),282,126,Road Dust
Jharkhand,Sahibganj (Area 6),263,122,Road Dust
Jharkhand,Seraikela-Kharsawan,292,137,Crop Burning
Jharkhand,Seraikela-Kharsawan (Area 1),185,151,Crop Burning
Jharkhand,Seraikela-Kharsawan (Area 2),215,154,Construction Dust
Jharkhand,Seraikela-Kharsawan (Area 3),239,183,Waste Burning
Jharkhand,Seraikela-Kharsawan (Area 4),227,128,Industrial Emissions
Jharkhand,Seraikela-Kharsawan (Area 5),48,37,Industrial Emissions
Jharkhand,Seraikela-Kharsawan (Area 6),260,181,Waste Burning
Jharkhand,Simdega,188,183,Industrial Emissions
Jharkhand,Simdega (Area 1),243,137,Industrial Emissions
Jharkhand,Simdega (Area 2),136,66,Crop Burning
Jharkhand,Simdega (Area 3),276,129,Waste Burning
Jharkhand,Simdega (Area 4),293,160,Construction Dust
Jharkhand,Simdega (Area 5),129,126,Crop Burning
Jharkhand,Simdega (Area 6),170,117,Construction Dust
Jharkhand,West Singhbhum,247,110,Waste Burning
Jharkhand,West Singhbhum (Area 1),44,41,Construction Dust
Jharkhand,West Singhbhum (Area 2),153,107,Road Dust
Jharkhand,West Singhbhum (Area 3),217,42,Waste Burning
Jharkhand,West Singhbhum (Area 4),175,96,Industrial Emissions
Jharkhand,West Singhbhum (Area 5),267,48,Crop Burning
Jharkhand,West Singhbhum (Area 6),176,163,Domestic Fuel
Karnataka,Bagalkot,229,166,Waste Burning
Karnataka,Bagalkot (Area 1),221,117,Industrial Emissions
Karnataka,Bagalkot (Area 2),214,36,Domestic Fuel
Karnataka,Bagalkot (Area 3),158,132,Industrial Emissions
Karnataka,Bagalkot (Area 4),117,110,Construction Dust
Karnataka,Bagalkot (Area 5),232,161,Industrial Emissions
Karnataka,Bagalkot (Area 6),225,122,Domestic Fuel
Karnataka,Ballari (Bellary),271,131,Industrial Emissions
Karnataka,Ballari (Bellary) (Area 1),164,152,Industrial Emissions
Karnataka,Ballari (Bellary) (Area 2),283,167,Vehicle
Karnataka,Ballari (Bellary) (Area 3),92,32,Vehicle
Karnataka,Ballari (Bellary) (Area 4),120,105,Domestic Fuel
Karnataka,Ballari (Bellary) (Area 5),275,49,Waste Burning
Karnataka,Ballari (Bellary) (Area 6),255,98,Construction Dust
